event_id,ticker,event_date,recommendation_type,top5_flag,yf_snapshot_available,yf_event_time_usable,yf_diagnostic_current_only,yf_provider_status,yf_error_class_safe,yf_recommendation_key_current,yf_recommendation_mean_current,yf_number_of_analysts_current,yf_target_mean_current,yf_target_median_current,yf_target_high_current,yf_target_low_current,yf_target_upside_vs_event_price_current,yf_current_bullish_aligned,yf_current_bearish_aligned,yf_current_neutral_or_mixed,yf_current_contrarian_to_finfluencer,yf_analyst_relay_likely_diagnostic,yf_latest_recommendation_date_pre_event,yf_latest_firm_pre_event,yf_latest_to_grade_pre_event,yf_latest_from_grade_pre_event,yf_latest_recommendation_action_pre_event,yf_recent_upgrade_pre_event,yf_recent_downgrade_pre_event,yf_consensus_bucket_event_time_if_available,yf_event_time_bullish_aligned,yf_event_time_bearish_aligned,yf_event_time_neutral_or_mixed,yf_event_time_contrarian_to_finfluencer,yf_analyst_relay_likely_event_time
1731,SOFI,2026-03-30,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.3927393089958999,False,False,True,False,False,2026-03-19,Wells Fargo,,,init,False,False,unknown,False,False,False,False,False
1732,AMD,2026-04-27,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.36817778836160664,True,False,False,False,True,2026-04-27,Northland Capital Markets,,,down,False,False,unknown,False,False,False,False,False
1733,AMZN,2025-11-14,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3275020101368966,False,False,False,True,True,2025-11-04,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1734,META,2026-01-28,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2372689786910669,True,False,False,False,True,,,,,,,,,,,,,
1735,META,2026-01-28,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2372689786910669,True,False,False,False,True,,,,,,,,,,,,,
1736,SOFI,2026-05-01,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.28423612952417754,False,False,True,False,False,2026-04-30,Needham,,,main,False,False,unknown,False,False,False,False,False
1737,NVDA,2026-03-04,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.49121589518351727,False,False,False,True,True,2026-03-03,Wedbush,,,main,False,False,unknown,False,False,False,False,False
1738,NVDA,2026-03-04,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.49121589518351727,True,False,False,False,True,2026-03-03,Wedbush,,,main,False,False,unknown,False,False,False,False,False
1739,META,2026-03-04,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.23912192858866055,True,False,False,False,True,,,,,,,,,,,,,
1740,GOOGL,2025-07-17,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.336047721960273,False,False,False,True,True,2025-07-17,Keybanc,,,main,False,False,unknown,False,False,False,False,False
1741,TSLA,2025-07-17,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.2906723498745083,False,False,False,True,True,2025-07-11,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False
1742,AAPL,2025-07-17,sell,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.4726563486731299,False,False,False,True,True,2025-07-17,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
1743,MSFT,2025-07-17,sell,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.1038073611150685,False,False,False,True,True,2025-07-16,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1744,NVDA,2025-07-17,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5779349235645799,False,False,False,True,True,2025-07-16,Needham,,,main,False,False,unknown,False,False,False,False,False
1745,PYPL,2026-01-16,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.07391080385691629,False,False,True,False,False,2026-01-14,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
1746,MSFT,2026-02-05,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.42971982188902724,True,False,False,False,True,2026-02-05,Stifel,,,down,False,False,unknown,False,False,False,False,False
1747,MSFT,2022-10-17,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,1.4330351365768963,True,False,False,False,True,2022-10-17,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1748,META,2025-11-21,sell,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3934768705637568,False,False,False,True,True,,,,,,,,,,,,,
1749,META,2025-11-21,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3934768705637568,True,False,False,False,True,,,,,,,,,,,,,
1750,NVDA,2024-11-21,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.8616323122615683,False,False,False,True,True,2024-11-21,Craig-Hallum,,,main,False,False,unknown,False,False,False,False,False
1751,NVDA,2024-11-21,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.8616323122615683,False,False,False,True,True,2024-11-21,Craig-Hallum,,,main,False,False,unknown,False,False,False,False,False
1752,NVDA,2024-11-21,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.8616323122615683,True,False,False,False,True,2024-11-21,Craig-Hallum,,,main,False,False,unknown,False,False,False,False,False
1753,META,2026-02-12,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2732934236964366,True,False,False,False,True,,,,,,,,,,,,,
1754,PYPL,2026-02-17,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,0.2909878083189976,False,False,True,False,False,2026-02-10,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1755,MSFT,2023-02-14,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,1.1174068665351804,True,False,False,False,True,2023-02-13,Stifel,,,main,False,False,unknown,False,False,False,False,False
1756,AMZN,2025-04-21,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.8620095407735764,True,False,False,False,True,2025-04-21,Raymond James,,,down,False,False,unknown,False,False,False,False,False
1757,AMZN,2025-04-21,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.8620095407735764,True,False,False,False,True,2025-04-21,Raymond James,,,down,False,False,unknown,False,False,False,False,False
1758,SOFI,2026-02-17,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.08149665568759934,False,False,True,False,False,2026-02-09,Citizens,,,up,False,False,unknown,False,False,False,False,False
1759,SOFI,2026-05-04,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.3024690744626517,False,False,True,False,False,2026-05-04,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1760,MSFT,2025-03-28,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.4938099212109808,True,False,False,False,True,2025-03-20,Scotiabank,,,init,False,False,unknown,False,False,False,False,False
1761,HOOD,2026-02-11,buy,False,True,True,False,ok,,buy,1.92593,24.0,98.43792,97.5,155.0,52.0,0.26251017646338193,True,False,False,False,True,2026-02-11,Needham,,,main,False,False,unknown,False,False,False,False,False
1762,AMZN,2026-02-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4835783333333332,True,False,False,False,True,2026-02-23,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1763,AMZN,2026-02-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4835783333333332,True,False,False,False,True,2026-02-23,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1764,AMZN,2026-02-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4835783333333332,True,False,False,False,True,2026-02-23,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1765,AMZN,2026-02-27,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4835783333333332,True,False,False,False,True,2026-02-23,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1766,AAPL,2025-03-07,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.29540665224542395,True,False,False,False,True,2025-03-03,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1767,TSLA,2025-03-07,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.56947363203078,True,False,False,False,True,2025-03-07,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1768,NFLX,2025-03-07,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.2855315272136705,True,False,False,False,True,2025-02-07,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1769,NVDA,2026-02-26,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.4762948686607582,True,False,False,False,True,2026-02-26,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1770,SOFI,2026-02-26,sell,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.10471201982124656,False,False,True,False,False,2026-02-18,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1771,MSFT,2026-02-26,sell,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3978793644668035,False,False,False,True,True,2026-02-05,Stifel,,,down,False,False,unknown,False,False,False,False,False
1772,GOOGL,2025-02-05,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.2467220997045256,True,False,False,False,True,2025-02-05,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1773,PYPL,2023-09-25,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,-0.10283709979971001,False,False,True,False,False,2023-09-18,MoffettNathanson,,,down,False,False,unknown,False,False,False,False,False
1774,AMZN,2022-12-09,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,2.497041899276573,True,False,False,False,True,2022-12-05,Jefferies,,,main,False,False,unknown,False,False,False,False,False
1775,SOFI,2026-04-29,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.359098262058283,False,False,True,False,False,2026-04-24,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1776,SOFI,2026-04-29,sell,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.359098262058283,False,False,True,False,False,2026-04-24,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1777,META,2026-04-29,sell,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2354899659742138,False,False,False,True,True,,,,,,,,,,,,,
1778,NVDA,2026-04-21,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.3655061703646658,False,False,False,True,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1779,PLTR,2026-04-21,sell,False,True,True,False,ok,,buy,1.90323,27.0,183.7289,200.0,255.0,70.0,0.2586757447662573,False,False,False,True,True,2026-04-16,DA Davidson,,,main,False,False,unknown,False,False,False,False,False
1780,NVDA,2026-04-21,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.3655061703646658,False,False,False,True,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1781,TSLA,2026-02-02,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,-0.022655550162170468,False,False,False,True,True,2026-01-29,Freedom Broker,,,main,False,False,unknown,False,False,False,False,False
1782,AMD,2025-12-31,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,1.1378097318411795,True,False,False,False,True,2025-12-19,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1783,AMZN,2026-04-13,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.29872629452115396,True,False,False,False,True,2026-04-13,Stifel,,,main,False,False,unknown,False,False,False,False,False
1784,AMZN,2026-03-16,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.4713868041816891,True,False,False,False,True,2026-02-23,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1785,AAPL,2026-03-16,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.2196382219100772,True,False,False,False,True,2026-03-05,Rosenblatt,,,main,False,False,unknown,False,False,False,False,False
1786,AMD,2026-05-07,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.12087682901093122,True,False,False,False,True,2026-05-07,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1787,NVDA,2026-05-05,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.3889943002544529,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1788,GOOGL,2026-05-05,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.1015810521026197,False,False,False,True,True,2026-05-04,Freedom Broker,,,down,False,False,unknown,False,False,False,False,False
1789,META,2026-05-05,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.36652176999121755,True,False,False,False,True,,,,,,,,,,,,,
1791,AMZN,2026-04-17,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.2434205501105311,True,False,False,False,True,2026-04-17,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1792,GOOGL,2026-01-12,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.29026807751875494,True,False,False,False,True,2026-01-12,Wells Fargo,,,main,False,False,unknown,False,False,False,False,False
1793,UBER,2026-05-11,buy,False,True,True,False,ok,,buy,1.51923,50.0,104.9312,107.0,150.0,70.0,0.37795401047155663,True,False,False,False,True,2026-05-07,Needham,,,reit,False,False,unknown,False,False,False,False,False
1794,PLTR,2026-01-21,buy,False,True,True,False,ok,,buy,1.90323,27.0,183.7289,200.0,255.0,70.0,0.11128590071478106,True,False,False,False,True,2026-01-12,Citigroup,,,up,False,False,unknown,False,False,False,False,False
1795,NFLX,2026-01-05,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.25251477308890813,True,False,False,False,True,2026-01-05,CFRA,,,down,False,False,unknown,False,False,False,False,False
1796,META,2026-05-11,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3804412721192061,True,False,False,False,True,,,,,,,,,,,,,
1797,META,2026-05-11,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3804412721192061,True,False,False,False,True,,,,,,,,,,,,,
1798,META,2026-05-11,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3804412721192061,True,False,False,False,True,,,,,,,,,,,,,
1799,GOOGL,2023-08-25,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,2.321709403521091,False,False,False,True,True,2023-08-22,Wedbush,,,init,False,False,unknown,False,False,False,False,False
1800,GOOGL,2026-04-30,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.11197280034793833,False,False,False,True,True,2026-04-30,Needham,,,main,False,False,unknown,False,False,False,False,False
1801,PYPL,2026-05-05,buy,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,0.12983820399234425,False,False,True,False,False,2026-05-05,Needham,,,reit,False,False,unknown,False,False,False,False,False
1802,PYPL,2026-05-05,sell,False,True,True,False,ok,,hold,2.88636,34.0,52.52618,48.0,147.39,32.0,0.12983820399234425,False,False,True,False,False,2026-05-05,Needham,,,reit,False,False,unknown,False,False,False,False,False
1803,MSFT,2026-05-05,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.3650544346703659,True,False,False,False,True,2026-05-01,Stifel,,,main,False,False,unknown,False,False,False,False,False
1805,MSFT,2026-04-30,buy,False,True,True,False,ok,,strong_buy,1.30909,54.0,561.5561,562.5,870.0,400.0,0.37710555123114675,True,False,False,False,True,2026-04-30,Piper Sandler,,,main,False,False,unknown,False,False,False,False,False
1806,META,2026-04-29,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.2354899659742138,True,False,False,False,True,,,,,,,,,,,,,
1807,GOOGL,2026-04-29,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.22274423333938542,True,False,False,False,True,2026-04-24,Needham,,,reit,False,False,unknown,False,False,False,False,False
1808,META,2026-03-13,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3481918887309443,True,False,False,False,True,,,,,,,,,,,,,
1809,SOFI,2026-04-29,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.359098262058283,False,False,True,False,False,2026-04-24,Truist Securities,,,main,False,False,unknown,False,False,False,False,False
1810,NFLX,2026-04-16,sell,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.0627609149922379,False,False,False,True,True,2026-04-15,Citizens,,,reit,False,False,unknown,False,False,False,False,False
1811,AMD,2026-05-05,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.2887274880785078,True,False,False,False,True,2026-05-04,Wedbush,,,main,False,False,unknown,False,False,False,False,False
1812,NVDA,2026-05-05,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.3889943002544529,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1813,GOOGL,2026-05-05,sell,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.1015810521026197,False,False,False,True,True,2026-05-04,Freedom Broker,,,down,False,False,unknown,False,False,False,False,False
1814,GOOGL,2026-04-29,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.22274423333938542,True,False,False,False,True,2026-04-24,Needham,,,reit,False,False,unknown,False,False,False,False,False
1815,META,2026-03-17,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.32767654202193164,True,False,False,False,True,,,,,,,,,,,,,
1816,META,2026-03-17,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.32767654202193164,True,False,False,False,True,,,,,,,,,,,,,
1817,META,2026-03-17,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.32767654202193164,True,False,False,False,True,,,,,,,,,,,,,
1818,AAPL,2025-06-27,buy,True,True,True,False,ok,,buy,1.95833,43.0,308.06512,310.0,400.0,215.0,0.5381304501434034,True,False,False,False,True,2025-06-26,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
1819,TSLA,2026-05-04,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.0503010107848314,True,False,False,False,True,2026-04-23,Needham,,,reit,False,False,unknown,False,False,False,False,False
1820,GOOGL,2026-02-17,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.417748345075432,True,False,False,False,True,2026-02-13,Freedom Broker,,,main,False,False,unknown,False,False,False,False,False
1821,PLTR,2026-04-10,sell,False,True,True,False,ok,,buy,1.90323,27.0,183.7289,200.0,255.0,70.0,0.4347095385187323,False,False,False,True,True,2026-04-10,Wedbush,,,reit,False,False,unknown,False,False,False,False,False
1822,META,2026-05-04,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3543209914171215,True,False,False,False,True,,,,,,,,,,,,,
1823,META,2026-05-08,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3560537266516477,True,False,False,False,True,,,,,,,,,,,,,
1824,META,2026-05-08,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3560537266516477,True,False,False,False,True,,,,,,,,,,,,,
1825,META,2026-05-08,buy,False,True,False,True,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.3560537266516477,True,False,False,False,True,,,,,,,,,,,,,
1826,SOFI,2026-05-08,buy,False,True,True,False,ok,,hold,2.70833,20.0,21.1,18.5,31.0,12.0,0.3396825396825398,False,False,True,False,False,2026-05-04,Citigroup,,,main,False,False,unknown,False,False,False,False,False
1827,NFLX,2026-05-08,buy,False,True,True,False,ok,,buy,1.68,44.0,114.555,115.0,151.4,80.0,0.30934967192905094,True,False,False,False,True,2026-04-17,Guggenheim,,,main,False,False,unknown,False,False,False,False,False
1828,NVDA,2026-04-27,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.260040530127567,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1829,NVDA,2026-04-27,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.260040530127567,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1830,GOOGL,2026-05-05,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,0.1015810521026197,True,False,False,False,True,2026-05-04,Freedom Broker,,,down,False,False,unknown,False,False,False,False,False
1831,TSLA,2026-03-23,sell,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.08245675040884426,False,False,False,True,True,2026-03-12,GLJ Research,,,reit,False,False,unknown,False,False,False,False,False
1832,DIS,2025-04-29,buy,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.44905767535394325,True,False,False,False,True,2025-04-22,Needham,,,reit,False,False,unknown,False,False,False,False,False
1833,DIS,2025-04-29,buy,False,True,True,False,ok,,strong_buy,1.46667,29.0,130.66553,132.0,164.0,77.0,0.44905767535394325,True,False,False,False,True,2025-04-22,Needham,,,reit,False,False,unknown,False,False,False,False,False
1834,AMZN,2025-12-31,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.3497592934497342,True,False,False,False,True,2025-12-16,BMO Capital,,,main,False,False,unknown,False,False,False,False,False
1835,AMZN,2026-04-28,buy,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.19965897326039816,True,False,False,False,True,2026-04-28,Mizuho,,,main,False,False,unknown,False,False,False,False,False
1836,NVDA,2026-04-06,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5364635270084606,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1837,NVDA,2026-05-11,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.24379045280442146,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1838,AMZN,2026-05-04,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,0.14519927946878664,False,False,False,True,True,2026-05-01,Stifel,,,main,False,False,unknown,False,False,False,False,False
1839,AMD,2026-04-30,buy,True,True,True,False,ok,,buy,1.5098,48.0,457.83334,474.0,625.0,225.0,0.2915268487476852,True,False,False,False,True,2026-04-29,Susquehanna,,,main,False,False,unknown,False,False,False,False,False
1840,NVDA,2026-04-30,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.36762724850027007,True,False,False,False,True,2026-03-31,Benchmark,,,reit,False,False,unknown,False,False,False,False,False
1841,TSLA,2025-05-14,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,0.18572730293524553,True,False,False,False,True,2025-05-06,Goldman Sachs,,,reit,False,False,unknown,False,False,False,False,False
1842,NVDA,2025-09-02,sell,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5984468206239326,False,False,False,True,True,2025-08-28,Needham,,,reit,False,False,unknown,False,False,False,False,False
1843,META,2025-06-26,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.14122560551704333,True,False,False,False,True,2024-09-30,"Monness, Crespi, Hardt",,,main,False,False,unknown,False,False,False,False,False
1844,GOOGL,2025-07-07,buy,False,True,True,False,ok,,strong_buy,1.39683,52.0,427.88712,430.0,515.0,334.22,1.4257687354770319,True,False,False,False,True,2025-07-02,Truist Securities,,,reit,False,False,unknown,False,False,False,False,False
1845,NVDA,2025-08-25,buy,True,True,True,False,ok,,strong_buy,1.29508,57.0,272.93738,275.0,380.0,140.0,0.5181733036452849,True,False,False,False,True,2025-08-25,Baird,,,main,False,False,unknown,False,False,False,False,False
1846,META,2025-06-09,buy,False,True,True,False,ok,,strong_buy,1.34921,58.0,826.69104,825.0,1015.0,614.0,0.19481042570411922,True,False,False,False,True,2024-09-30,"Monness, Crespi, Hardt",,,main,False,False,unknown,False,False,False,False,False
1847,TSLA,2021-05-14,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,1.0971291899483253,True,False,False,False,True,2021-04-27,Goldman Sachs,,,main,False,False,unknown,False,False,False,False,False
1849,AMZN,2020-07-17,sell,True,True,True,False,ok,,strong_buy,1.34848,62.0,311.55145,317.0,370.0,207.0,1.1036773465056862,False,False,False,True,True,2020-07-16,Morgan Stanley,,,main,False,False,unknown,False,False,False,False,False
1850,TSLA,2020-06-22,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,5.219129366909206,True,False,False,False,True,2020-06-19,JP Morgan,,,main,False,False,unknown,False,False,False,False,False
1851,TSLA,2020-06-15,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,5.24059453884085,True,False,False,False,True,2020-06-12,Morgan Stanley,,,down,False,False,unknown,False,False,False,False,False
1852,TSLA,2020-06-05,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,5.982143299052916,True,False,False,False,True,2020-05-29,Daiwa Capital,,,init,False,False,unknown,False,False,False,False,False
1853,TSLA,2020-06-01,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,5.8854302825656,True,False,False,False,True,2020-05-29,Daiwa Capital,,,init,False,False,unknown,False,False,False,False,False
1854,TSLA,2020-05-22,buy,True,True,True,False,ok,,buy,2.3617,41.0,412.25366,450.0,600.0,123.0,6.570028371859847,True,False,False,False,True,2020-05-19,JMP Securities,,,main,False,False,unknown,False,False,False,False,False
