event_id,ticker,horizon_days,treated_event_date,control_trading_date,treated_pre21_spy_bhar,control_pre21_spy_bhar,treated_spy_bhar,control_spy_bhar,treated_minus_control,match_rule
2220,TSLA,126,2020-07-13,2020-07-28,0.486909,0.468039,1.496513,1.750975,-0.254462,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2225,TSLA,126,2025-02-17,2021-03-10,-0.177841,-0.223881,-0.122598,-0.036569,-0.086028,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2226,NVDA,126,2025-02-17,2022-07-27,0.010097,0.022558,0.207612,0.095663,0.111949,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2227,TSLA,126,2021-07-19,2021-04-19,0.037633,0.030022,0.523336,0.098867,0.424470,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2228,TSLA,126,2021-07-19,2020-08-04,0.037633,0.043116,0.523336,1.707381,-1.184044,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2229,TSLA,126,2025-03-26,2021-09-03,-0.061233,0.000878,0.392262,0.164841,0.227420,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2230,UBER,126,2025-08-14,2021-03-11,-0.026047,-0.019477,-0.297367,-0.463907,0.166541,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2231,UBER,126,2025-08-14,2024-09-09,-0.026047,-0.018252,-0.297367,-0.009336,-0.288030,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2232,AAPL,126,2022-11-02,2021-11-02,0.000878,0.000600,0.090599,0.174618,-0.084018,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2233,AAPL,126,2022-11-02,2021-11-02,0.000878,0.000600,0.090599,0.174618,-0.084018,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2234,AAPL,126,2022-11-02,2021-11-02,0.000878,0.000600,0.090599,0.174618,-0.084018,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2235,AAPL,126,2022-11-02,2021-11-02,0.000878,0.000600,0.090599,0.174618,-0.084018,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2236,AAPL,126,2022-11-02,2021-11-02,0.000878,0.000600,0.090599,0.174618,-0.084018,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2238,NVDA,126,2025-10-16,2020-01-14,0.062656,0.065965,0.032616,0.663076,-0.630460,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2239,AMD,126,2025-10-16,2020-07-28,0.468744,0.279113,0.093309,0.138582,-0.045274,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2240,MSFT,126,2022-09-30,2020-09-03,-0.016821,-0.017045,0.079614,-0.062750,0.142364,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2241,DIS,126,2022-09-30,2021-03-30,-0.065923,-0.065004,-0.102671,-0.165246,0.062575,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2242,DIS,126,2022-09-30,2022-12-23,-0.065923,-0.065819,-0.102671,-0.138949,0.036278,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2243,TSLA,126,2021-12-21,2021-03-17,-0.165635,-0.131216,-0.071114,-0.057844,-0.013270,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2244,TSLA,126,2020-06-12,2021-10-15,0.102171,0.113374,2.136643,0.202491,1.934152,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2250,TSLA,126,2022-09-20,2021-10-12,0.127061,0.110324,-0.410333,0.207457,-0.617790,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2251,TSLA,126,2022-09-20,2019-12-18,0.127061,0.099057,-0.410333,1.565360,-1.975693,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2252,GOOGL,126,2022-09-20,2022-12-20,-0.050706,-0.051618,-0.007434,0.227300,-0.234734,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2253,GOOGL,126,2022-09-20,2021-01-07,-0.050706,-0.054993,-0.007434,0.258459,-0.265893,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2254,AMD,126,2022-09-20,2021-03-16,-0.129339,-0.125850,0.267262,0.148451,0.118811,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2255,AMD,126,2022-09-20,2022-04-11,-0.129339,-0.116861,0.267262,-0.228195,0.495457,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2256,AMD,126,2022-09-20,2021-03-12,-0.129339,-0.132564,0.267262,0.160165,0.107096,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2257,GOOGL,126,2023-04-28,2019-11-07,0.022357,0.028886,0.143618,0.114556,0.029062,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2258,UBER,126,2025-09-25,2023-10-09,-0.011723,-0.011619,-0.260265,0.438037,-0.698302,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2259,GOOGL,126,2025-09-25,2021-07-23,0.164843,0.048122,0.148596,-0.022267,0.170864,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2260,NVDA,126,2025-11-10,2021-07-15,0.043234,0.038663,0.039136,0.385978,-0.346843,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2261,TSLA,126,2024-06-13,2021-04-05,-0.008884,0.029744,1.170238,0.046260,1.123978,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2262,TSLA,126,2024-06-13,2021-09-13,-0.008884,0.025427,1.170238,0.091408,1.078831,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2263,TSLA,126,2024-06-13,2022-07-13,-0.008884,0.044657,1.170238,-0.533332,1.703570,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2264,MSFT,126,2023-07-26,2022-07-25,-0.027884,-0.046431,0.124101,-0.080768,0.204869,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2266,MSFT,126,2023-10-25,2021-07-01,0.110961,0.070882,-0.028636,0.140333,-0.168970,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2267,GOOGL,126,2023-10-25,2021-12-07,-0.003463,-0.010098,0.142944,-0.088193,0.231137,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2268,NVDA,126,2024-05-21,2020-04-14,0.136237,0.119074,0.423544,0.753202,-0.329658,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2269,NVDA,126,2024-05-21,2019-10-22,0.136237,0.116111,0.423544,0.510409,-0.086865,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2270,MSFT,126,2023-04-26,2020-03-18,0.048861,0.039191,0.118224,0.041777,0.076447,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2271,MSFT,126,2023-04-26,2021-11-15,0.048861,0.056376,0.118224,-0.082296,0.200520,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2272,MSFT,126,2023-04-26,2021-06-28,0.048861,0.055010,0.118224,0.155163,-0.036939,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2273,MSFT,126,2023-04-26,2020-05-08,0.048861,0.051209,0.118224,0.007629,0.110595,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2274,AAPL,126,2023-04-26,2019-12-20,0.014773,0.024619,0.007569,0.335367,-0.327798,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2275,GOOGL,126,2023-04-26,2021-10-12,-0.007649,-0.015426,0.171054,-0.081485,0.252540,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2276,AAPL,126,2022-10-12,2022-01-20,-0.011526,-0.012780,0.031516,0.048287,-0.016772,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2277,TSLA,126,2021-12-10,2022-06-13,-0.063037,-0.066779,-0.165528,-0.294958,0.129431,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2278,AMZN,126,2023-06-19,2022-02-17,0.017889,0.021984,0.137138,-0.079238,0.216376,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2279,AMZN,126,2023-06-19,2025-06-24,0.017889,0.003907,0.137138,-0.061503,0.198641,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2280,AMZN,126,2023-06-19,2020-09-02,0.017889,0.041343,0.137138,-0.231734,0.368872,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2281,GOOGL,126,2025-10-30,2020-05-05,0.132343,0.081466,0.301228,0.040579,0.260649,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2283,TSLA,126,2021-12-31,2022-03-16,-0.092903,-0.032826,-0.148544,0.182310,-0.330855,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2285,TSLA,126,2020-05-18,2019-09-30,0.050077,0.067414,1.286234,1.297527,-0.011293,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2286,TSLA,126,2023-10-31,2022-03-09,-0.180429,-0.008928,-0.320006,0.066529,-0.386535,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2287,TSLA,126,2021-06-04,2022-06-03,-0.123625,-0.218294,0.721166,-0.168628,0.889794,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2288,AMD,126,2023-02-13,2023-03-15,0.134174,0.135837,0.258559,0.023371,0.235188,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2289,AMZN,126,2023-02-13,2022-02-10,0.004841,0.005039,0.302153,-0.054809,0.356962,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2290,MSFT,126,2023-02-13,2020-06-25,0.097584,0.084878,0.110936,-0.097052,0.207988,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2291,AMD,126,2023-05-22,2022-05-19,0.205318,0.152424,0.032712,-0.256366,0.289078,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2292,AMD,126,2023-05-22,2022-02-28,0.205318,0.189645,0.032712,-0.211544,0.244255,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2293,TSLA,126,2023-05-22,2021-04-21,0.128125,0.050819,0.154853,0.071354,0.083499,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2294,MSFT,126,2023-11-20,2020-07-13,0.079246,0.059720,-0.029924,-0.157147,0.127223,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2295,TSLA,126,2020-07-10,2020-01-09,0.506941,0.371865,1.638184,2.226778,-0.588593,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2296,TSLA,126,2020-07-10,2020-01-09,0.506941,0.371865,1.638184,2.226778,-0.588593,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2297,TSLA,126,2023-01-03,2022-05-23,-0.383882,-0.260141,1.394967,-0.256326,1.651293,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2298,TSLA,126,2023-03-02,2021-10-11,0.123396,0.096618,0.211297,0.213586,-0.002289,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2299,TSLA,126,2023-03-02,2020-10-12,0.123396,0.127469,0.211297,0.479223,-0.267926,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2300,TSLA,126,2023-03-02,2022-04-19,0.123396,0.134418,0.211297,-0.198484,0.409781,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2301,TSLA,126,2023-03-02,2021-10-19,0.123396,0.145411,0.211297,0.137281,0.074016,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2302,MSFT,126,2022-11-09,2020-07-30,-0.049808,-0.048674,0.274137,-0.008441,0.282578,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2303,TSLA,126,2020-11-27,2021-01-20,0.329389,0.260922,-0.097588,-0.368866,0.271278,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2304,NVDA,126,2022-11-14,2021-11-12,0.346582,0.341521,0.793017,-0.293658,1.086675,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2305,AMD,126,2022-11-14,2020-04-13,0.209615,0.188246,0.351238,0.362482,-0.011244,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2306,AMD,126,2022-11-14,2020-03-24,0.209615,0.182386,0.351238,0.311230,0.040008,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2307,GOOGL,126,2023-01-31,2021-07-27,0.057380,0.047594,0.183126,-0.033959,0.217085,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2308,MSFT,126,2023-01-31,2022-01-28,-0.031873,-0.024112,0.212042,-0.030525,0.242568,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2309,NFLX,126,2023-01-31,2022-08-01,0.155425,0.204736,0.098581,0.566115,-0.467534,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2310,TSLA,126,2023-10-28,2020-04-06,-0.183440,-0.161804,-0.300600,2.829294,-3.129894,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2311,TSLA,126,2023-10-28,2020-04-01,-0.183440,-0.178718,-0.300600,3.082408,-3.383008,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2312,TSLA,126,2023-10-28,2020-08-10,-0.183440,-0.138238,-0.300600,1.821492,-2.122092,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2313,TSLA,126,2024-01-17,2022-05-19,-0.146056,-0.149789,-0.021342,-0.246232,0.224890,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2314,TSLA,126,2024-01-17,2022-08-29,-0.146056,-0.018775,-0.021342,-0.277028,0.255686,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2315,TSLA,126,2024-01-17,2022-04-27,-0.146056,-0.107885,-0.021342,-0.158748,0.137406,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2316,TSLA,126,2024-01-17,2022-03-08,-0.146056,-0.034815,-0.021342,0.069650,-0.090992,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2317,TSLA,126,2024-01-17,2022-04-27,-0.146056,-0.107885,-0.021342,-0.158748,0.137406,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2318,TSLA,126,2024-01-17,2022-06-13,-0.146056,-0.066779,-0.021342,-0.294958,0.273617,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2319,TSLA,126,2024-01-17,2022-06-07,-0.146056,-0.182810,-0.021342,-0.202557,0.181215,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2320,TSLA,126,2024-01-17,2022-06-07,-0.146056,-0.182810,-0.021342,-0.202557,0.181215,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2321,TSLA,126,2024-01-17,2022-03-10,-0.146056,-0.034321,-0.021342,0.109720,-0.131062,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2322,TSLA,126,2024-01-17,2022-03-15,-0.146056,-0.035126,-0.021342,0.199303,-0.220645,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2323,TSLA,126,2024-01-17,2025-06-26,-0.146056,-0.140373,-0.021342,0.355180,-0.376521,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2324,NFLX,126,2024-01-17,2024-03-21,0.017698,0.032567,0.161153,0.030729,0.130424,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2325,AMZN,126,2024-01-17,2020-11-05,0.024451,0.011705,0.033599,-0.241895,0.275494,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2326,MSFT,126,2024-01-17,2021-06-23,0.059679,0.046298,-0.042769,0.135310,-0.178079,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2327,MSFT,126,2024-01-17,2021-11-12,0.059679,0.056227,-0.042769,-0.082267,0.039498,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2328,AAPL,126,2024-01-17,2020-10-01,-0.082536,-0.089299,0.052812,-0.133302,0.186114,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2329,GOOGL,126,2024-04-10,2021-07-28,0.125482,0.084070,-0.090454,-0.044639,-0.045815,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2330,AMD,126,2024-11-02,2022-04-21,-0.171121,-0.191553,-0.275232,-0.198239,-0.076992,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2331,AMD,126,2024-11-02,2024-04-11,-0.171121,-0.164579,-0.275232,-0.156298,-0.118933,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2332,AMD,126,2025-10-09,2024-10-07,0.427851,0.218567,0.031776,-0.405974,0.437750,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
1,TSLA,252,2023-10-13,2021-02-09,-0.051779,-0.058306,-0.487445,-0.085523,-0.401922,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
2,GOOGL,252,2023-10-13,2021-07-02,0.033139,0.028032,-0.154253,0.011060,-0.165313,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
3,AMZN,252,2023-06-23,2020-03-02,0.074647,0.101245,0.165560,0.309802,-0.144241,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
4,NVDA,252,2023-06-23,2021-06-07,0.325506,0.205734,1.712922,0.078778,1.634144,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
5,TSLA,252,2023-06-23,2021-01-11,0.331218,0.305289,-0.545125,0.058755,-0.603880,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
11,NFLX,252,2023-02-10,2022-03-01,0.029764,0.031976,0.367119,-0.132715,0.499834,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
12,AMZN,252,2023-06-16,2020-01-15,0.024209,0.018061,0.195282,0.504903,-0.309621,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
13,NFLX,252,2023-06-16,2020-03-31,0.208336,0.146632,0.325858,-0.173070,0.498929,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
14,NVDA,252,2023-06-16,2021-08-27,0.352535,0.129470,1.915233,-0.208428,2.123662,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
15,TSLA,252,2023-06-16,2020-04-15,0.436278,0.474943,-0.551961,3.540557,-4.092518,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
16,GOOGL,252,2024-01-08,2019-11-19,0.019977,0.015098,0.143986,0.161844,-0.017858,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
17,TSLA,252,2024-01-08,2020-04-07,-0.043347,-0.075380,0.384494,4.702680,-4.318186,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
18,TSLA,252,2023-08-18,2021-03-09,-0.145658,-0.208234,-0.271824,0.134468,-0.406292,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
19,AAPL,252,2023-08-18,2021-10-06,-0.060619,-0.060157,0.006911,0.158780,-0.151869,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
20,AMZN,252,2023-03-03,2020-11-30,-0.081389,-0.110600,0.560896,-0.168953,0.729849,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
23,DIS,252,2023-10-06,2024-04-08,0.060426,0.054350,-0.228243,-0.284832,0.056589,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
24,AMD,252,2023-10-06,2021-07-26,0.037108,0.028984,0.258914,0.029514,0.229400,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
25,MSFT,252,2023-10-06,2019-10-08,0.022977,0.014507,-0.075695,0.360369,-0.436063,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
26,AAPL,252,2023-10-06,2022-08-26,0.030616,0.043163,-0.073901,0.005680,-0.079582,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
27,AAPL,252,2024-12-17,2022-07-18,0.094926,0.074346,-0.058791,0.123260,-0.182050,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
28,NVDA,252,2023-05-24,2022-04-04,0.151414,0.132610,2.181018,0.075999,2.105019,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
29,NFLX,252,2023-07-28,2024-07-30,-0.056490,-0.073416,0.259415,0.699594,-0.440178,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
30,MSFT,252,2023-07-28,2021-12-21,-0.039542,-0.037144,0.056857,-0.093786,0.150642,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
31,NFLX,252,2023-08-25,2024-06-11,0.034591,0.030752,0.378071,0.743029,-0.364958,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
32,NFLX,252,2023-08-25,2022-06-02,0.034591,0.023691,0.378071,0.927024,-0.548953,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
33,MSFT,252,2023-08-25,2019-11-13,0.006333,0.006351,-0.003277,0.314342,-0.317620,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
34,AAPL,252,2023-09-08,2021-10-27,0.001810,0.002284,-0.007381,0.128505,-0.135886,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
35,AAPL,252,2023-09-08,2021-02-04,0.001810,0.008680,-0.007381,0.094379,-0.101760,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
36,AAPL,252,2023-09-08,2021-08-31,0.001810,0.013000,-0.007381,0.153716,-0.161097,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
37,AAPL,252,2023-09-08,2021-09-14,0.001810,-0.002649,-0.007381,0.153388,-0.160769,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
38,AAPL,252,2023-09-08,2022-05-11,0.001810,-0.007616,-0.007381,0.119262,-0.126643,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
39,AAPL,252,2023-09-08,2022-09-01,0.001810,-0.004354,-0.007381,0.056313,-0.063694,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
41,AMZN,252,2023-09-30,2020-12-14,-0.014139,-0.017406,0.077898,-0.217336,0.295234,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
42,MSFT,252,2023-09-30,2020-11-04,0.029629,0.025189,-0.043291,0.190793,-0.234084,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
43,MSFT,252,2023-09-30,2019-11-15,0.029629,0.031791,-0.043291,0.279627,-0.322917,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
45,MSFT,252,2023-07-07,2021-12-30,-0.017775,-0.022484,0.088259,-0.102795,0.191054,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
46,AAPL,252,2023-11-20,2022-01-28,0.030359,0.023960,-0.115500,-0.082626,-0.032874,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
47,AAPL,252,2023-11-20,2020-12-02,0.030359,0.022703,-0.115500,0.074117,-0.189617,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
48,UBER,252,2023-11-20,2020-05-14,0.195926,0.170321,-0.046262,-0.039109,-0.007153,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
49,PYPL,252,2023-08-06,2023-03-01,-0.063212,-0.058475,-0.192937,-0.498853,0.305916,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
50,MSFT,252,2024-11-01,2021-01-25,-0.020483,-0.021738,0.044141,0.142519,-0.098378,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
51,MSFT,252,2024-11-01,2022-08-31,-0.020483,-0.014994,0.044141,0.108736,-0.064595,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
52,TSLA,252,2023-04-14,2020-09-28,-0.038375,-0.022543,-0.389232,0.529952,-0.919185,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
53,MSFT,252,2023-04-14,2021-08-06,0.014394,0.016550,0.222287,0.029729,0.192557,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
54,NVDA,252,2024-02-01,2023-01-31,0.273467,0.277788,0.637150,2.005669,-1.368518,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
55,AMZN,252,2024-02-01,2020-08-28,0.027347,0.032486,0.273804,-0.303349,0.577153,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
58,TSLA,252,2023-08-07,2022-02-24,-0.111465,-0.113880,-0.404242,-0.165826,-0.238415,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
59,AMZN,252,2023-08-07,2020-05-01,0.068127,0.049470,-0.022364,-0.021173,-0.001191,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
62,TSLA,252,2023-07-21,2022-03-08,-0.037479,-0.034815,-0.294277,-0.326688,0.032411,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
63,MSFT,252,2023-10-26,2021-07-16,0.079962,0.065590,-0.116159,0.014918,-0.131078,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
64,GOOGL,252,2023-10-26,2021-09-30,-0.031589,-0.029564,-0.060136,-0.129374,0.069238,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
65,TSLA,252,2023-10-26,2022-02-10,-0.112763,-0.106687,-0.151134,-0.288158,0.137024,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
73,NFLX,252,2023-04-18,2023-05-17,0.037402,0.016297,0.606245,0.533439,0.072807,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
74,NFLX,252,2023-04-18,2019-12-05,0.037402,0.035235,0.606245,0.437085,0.169160,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
75,GOOGL,252,2023-04-18,2020-06-12,-0.033763,-0.032387,0.269497,0.312892,-0.043396,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
76,NVDA,252,2024-02-22,2020-09-10,0.265050,0.131788,0.426861,0.473683,-0.046822,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
79,DIS,252,2024-08-09,2023-12-19,-0.065345,-0.056707,0.139748,-0.049531,0.189279,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
82,DIS,252,2023-09-15,2023-01-04,-0.020959,-0.022366,-0.189590,-0.246356,0.056766,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
